,n_pos,Tense : ['Imp'],Mood : ['Cnd'],Number : ['Plur'],Number : ['Sing'],n_stem,nb_mot,ratio_stop,sect 4,Gender : ['Masc'],Mood : ['Imp'],sect 6,sect 5,ratio_tok,sect 0,lg_phrase,n_tok,VerbForm : ['Part'],Mood : [],Tense : [],Voice : ['Pass'],Number : [],Tense : ['Fut'],Mood : ['Sub'],Person : [],sect 3,n_stop,mean_par,Voice : [],nb_phrase,ratio_stem,sect 2,Gender : ['Fem'],punct,VerbForm : ['Inf'],VerbForm : ['Fin'],Person : ['3'],Person : ['2'],n_par,Tense : ['Pres'],Mood : ['Ind'],Person : ['1'],sect 1,Tense : ['Past'],Gender : []
Supernova,14,2,7,62,202,903,3039,0.37446528463310297,0,63,0,0,0,0.3422178348140836,0,154.928,1040,164,205,41,14,68,2,10,205,0,1138,0.04658747931068056,318,125,0.007360672975814932,0,76,4.56,41,127,123,0,37,143,110,4,0,144,193
Surdité,15,14,6,181,372,1635,7303,0.40832534574832263,0,193,0,0,0,0.2624948651239217,0,133.7583081570997,1917,349,536,187,35,261,9,4,536,0,2982,0.22851545718557215,779,331,0.0034674063800277394,0,92,3.199395770392749,187,278,274,1,110,310,268,3,0,294,529
Syndrome d'immunodéficience acquise,15,18,7,222,410,2206,8566,0.3899136119542377,0,212,0,0,0,0.2988559420966612,0,157.0778097982709,2560,400,550,150,45,213,14,1,550,0,3340,0.0618200391589342,800,347,0.002868617326448652,0,133,4.3429394812680115,150,295,287,1,139,294,287,7,0,369,500
Système de coordonnées,13,0,0,52,32,209,633,0.3949447077409163,0,19,0,0,0,0.4028436018957346,0,156.55555555555554,255,67,78,12,4,15,0,0,79,0,250,0.06862106406080347,95,27,0.033942558746736295,0,45,3.6296296296296298,11,21,20,0,6,23,21,0,0,64,35
Système immunitaire,14,5,11,161,251,1042,4992,0.405849358974359,0,100,1,0,0,0.2455929487179487,0,151.79723502304148,1226,212,323,111,28,149,15,2,323,0,2026,0.04355800091701054,533,217,0.004720161834120027,0,79,3.3502304147465436,111,238,235,1,50,247,224,2,0,183,382
Système international d'unités,15,2,4,68,149,801,2847,0.41060765718299963,0,78,0,0,0,0.3238496663154197,0,165.8095238095238,922,161,197,36,17,59,2,1,197,0,1169,0.09618837531421535,259,105,0.0089179548156956,0,63,5.152380952380953,36,79,75,1,70,92,74,3,0,144,135
Système nerveux,14,3,1,55,92,608,1833,0.3982542280414621,0,29,0,0,0,0.37424986361156576,0,144.4,686,74,97,23,4,30,0,0,97,0,730,0.05175165286115966,173,85,0.012692656391659111,0,38,3.1294117647058823,23,80,78,0,22,84,79,2,0,67,110
Système solaire,14,15,15,172,367,1622,7215,0.38697158697158696,0,190,1,0,0,0.25862785862785864,0,190.29218106995884,1866,420,538,118,43,200,11,3,538,0,2792,0.48126237128305493,696,243,0.003160984420862497,0,157,4.790123456790123,118,201,196,1,92,240,182,4,0,355,392
São Paulo,15,8,1,69,247,1265,4068,0.3837266470009833,0,96,0,0,0,0.3529990167158309,0,148.23976608187135,1436,200,226,26,5,53,6,0,226,0,1561,0.05218321286325417,364,171,0.005968961400716275,0,79,3.935672514619883,26,143,141,1,69,149,142,1,0,180,194
Séisme,15,10,6,114,184,1212,3838,0.3978634705575821,0,69,0,0,0,0.36086503387180824,0,166.51677852348993,1385,166,251,85,20,110,3,4,251,0,1527,0.09293747513832135,388,149,0.006487889273356401,0,77,4.409395973154362,85,157,156,0,80,160,147,1,0,150,262
Sélection naturelle,15,24,12,177,303,1411,6044,0.3947716743878226,0,134,0,0,0,0.2744870946393117,0,167.76569037656904,1659,280,411,131,32,178,9,9,411,0,2386,0.03982447817836812,626,239,0.004098360655737705,0,106,4.292887029288703,131,247,247,0,48,245,226,0,0,249,418
Séparation des Églises d'Orient et d'Occident,15,155,5,198,616,2086,10639,0.40990694614155465,0,294,1,0,0,0.23122473916721498,0,157.3341968911917,2460,502,757,255,37,350,14,11,757,0,4361,0.03418359313493938,1127,386,0.0023889154323936935,0,121,2.854922279792746,255,407,401,1,103,269,390,5,0,471,749
Série (mathématiques),15,1,0,34,123,477,2039,0.39283962726826877,0,23,0,0,0,0.2815105443845022,0,116.33333333333333,574,87,124,37,12,52,1,2,124,0,801,0.05610853056108531,197,108,0.012087026591458501,0,50,3.009259259259259,37,85,84,0,20,97,83,1,0,73,136
Table de constantes mathématiques,11,0,0,3,4,64,120,0.26666666666666666,0,1,0,0,0,0.6916666666666667,0,174.0,83,4,6,2,0,3,1,0,6,0,32,0.02583423035522067,10,5,0.125,0,2,7.0,2,4,4,0,1,4,4,0,0,3,7
Tableau périodique des éléments,14,32,17,186,426,1773,8266,0.36801354947979675,0,224,0,0,0,0.24812484877812727,0,274.5817307692308,2051,416,532,116,36,197,5,7,532,0,3042,0.03746633883620185,773,208,0.002679938744257274,0,112,11.966346153846153,116,277,273,0,96,306,253,4,0,350,473
Taj Mahal,14,8,1,56,147,889,2339,0.40145361265498075,0,76,0,0,0,0.427105600684053,0,165.2906976744186,999,149,186,37,17,54,4,1,186,0,939,0.0379729910415831,240,86,0.01,0,60,4.232558139534884,37,71,69,0,20,69,69,2,0,139,121
Talmud,15,30,6,203,536,2081,8058,0.3965003723008191,0,300,0,0,0,0.29957805907172996,0,154.49546827794563,2414,558,680,122,49,212,9,2,680,0,3195,0.07199124333829783,902,331,0.003083247687564234,0,181,4.220543806646526,122,271,266,0,103,284,263,5,0,506,470
Tamoul,15,1,2,38,109,623,1814,0.38919514884233736,0,59,1,0,0,0.39966923925027564,0,154.86301369863014,725,100,117,17,9,31,1,2,117,0,706,0.07267441860465117,169,73,0.013525698827772768,0,29,4.273972602739726,17,61,59,1,47,67,56,1,0,92,90
Tanakh,15,2,0,22,22,307,796,0.4020100502512563,0,17,0,0,0,0.47613065326633164,0,100.92156862745098,379,32,42,10,6,15,0,0,42,0,320,0.1399378780447932,53,51,0.03138075313807531,0,10,3.0784313725490198,10,17,17,0,51,18,17,0,0,29,32
Taoïsme,15,25,6,224,588,2694,11302,0.4069191293576358,0,247,0,0,0,0.27968501150238895,0,143.375,3161,513,761,248,48,355,21,6,761,0,4599,0.04556613546382097,1119,464,0.002235136343316942,0,162,3.3900862068965516,248,406,401,0,164,442,394,5,0,431,758
Taxe,13,0,3,9,22,140,344,0.38953488372093026,0,9,0,0,0,0.49709302325581395,0,167.69230769230768,171,16,18,2,6,5,0,0,18,0,134,0.09804719283970707,30,13,0.06190476190476191,0,5,6.076923076923077,2,18,18,0,4,19,15,0,0,15,22
Technologie,15,7,0,29,88,650,1798,0.41268075639599555,0,48,0,0,0,0.41434927697441604,0,169.65671641791045,745,72,100,28,6,38,2,1,100,0,742,0.08827258320126782,149,67,0.014191106906338695,0,16,4.268656716417911,28,55,54,0,27,52,54,1,0,66,91
Technologies de l'information et de la communication,14,12,7,154,230,1509,6401,0.405561630995157,0,133,0,0,0,0.2666770817059834,0,226.25,1707,311,404,94,24,184,4,3,405,0,2596,0.13861182941345482,544,184,0.0036784025223331584,0,98,4.782608695652174,93,164,160,0,104,214,154,3,0,244,337
Tectonique des plaques,14,3,2,68,190,1000,3441,0.4117988956698634,0,67,0,0,0,0.33188026736413834,0,174.2578125,1142,159,202,43,14,69,3,2,202,0,1417,0.11554160125588697,313,128,0.00691699604743083,0,68,3.9609375,43,125,124,1,55,139,121,0,0,139,192
Temps,14,20,6,151,595,2015,10524,0.42930444697833525,0,272,0,0,0,0.22529456480425694,0,135.8955916473318,2371,469,711,242,70,313,15,5,711,0,4518,0.0419452493888718,989,431,0.0023290633837963733,0,135,3.34338747099768,242,348,339,0,85,360,337,9,0,422,652
Temps (météorologie),9,0,1,11,7,108,226,0.3672566371681416,0,4,0,0,0,0.6017699115044248,0,145.8181818181818,136,7,15,8,1,9,0,0,15,0,83,0.08121827411167512,26,11,0.06293706293706294,0,2,4.2727272727272725,8,12,12,0,4,12,11,0,0,7,21
Température,14,5,2,29,84,468,1394,0.40100430416068866,0,31,0,0,0,0.3902439024390244,0,129.2608695652174,544,56,77,21,6,28,1,2,77,0,559,0.05869542673441875,135,69,0.016726403823178016,0,19,3.5217391304347827,21,64,63,0,15,63,60,1,0,51,91
Terre,14,11,13,164,516,2098,9204,0.4157974793568014,0,171,1,0,0,0.2630378096479791,0,151.96875,2421,499,619,120,39,210,5,3,619,0,3827,0.03909096824570536,851,384,0.0025998142989786446,0,249,3.9322916666666665,120,271,264,3,97,323,254,4,0,431,470
Terrorisme,14,12,3,128,248,1629,5145,0.3745383867832847,0,146,0,0,0,0.3545189504373178,0,262.251968503937,1824,265,351,86,14,137,6,5,351,0,1927,0.061605145413870244,499,127,0.004349176762969867,0,73,6.811023622047244,86,162,156,0,85,181,154,6,0,228,294
Textile,14,4,0,74,114,917,2777,0.40475333093266114,0,66,0,0,0,0.3777457688152683,0,144.01639344262296,1049,149,225,76,16,107,1,4,225,0,1124,0.18169694182570706,279,122,0.008469449485783424,0,53,3.3852459016393444,76,70,68,0,47,91,66,2,0,123,176
The Beatles,15,62,15,546,1491,4053,26434,0.4131799954603919,0,824,1,0,0,0.18218960429749564,0,152.86556359875905,4816,1352,1863,514,88,705,86,24,1865,0,10922,0.055469155002592016,2654,967,0.0009662458129348106,0,349,3.669079627714581,511,879,861,4,274,873,839,12,0,1207,1569
Theravāda,14,8,4,73,200,994,3142,0.3835136855506047,0,95,0,0,0,0.36155315085932527,0,136.42567567567568,1136,164,224,60,16,86,6,4,224,0,1205,0.04688372093023256,343,148,0.007227671657201859,0,46,4.148648648648648,60,135,130,0,24,133,127,5,0,152,218
Thermodynamique,15,8,2,52,213,924,3768,0.39410828025477707,0,68,0,0,0,0.28476645435244163,0,142.17341040462426,1073,149,198,49,23,81,4,3,198,0,1485,0.03666396511134267,323,173,0.006558810668998688,0,52,3.7052023121387285,49,148,147,0,38,162,143,1,0,123,226
Thomas Edison,15,15,4,65,333,1516,4771,0.3875497799203521,0,106,0,0,0,0.3512890379375393,0,168.4915254237288,1676,235,343,108,9,156,8,5,343,0,1849,0.03494554772581678,545,177,0.005129958960328317,0,82,4.790960451977401,108,211,209,0,39,230,202,2,0,193,366
Thomas d'Aquin,15,41,11,213,820,2483,13123,0.4076811704640707,0,276,0,0,0,0.2162615255658005,0,147.1886446886447,2838,535,822,288,52,372,14,5,823,0,5350,0.05025765666810783,1353,546,0.0019287643050019288,0,184,5.326007326007326,287,583,570,2,180,579,567,10,0,483,945
Thé,16,27,4,292,545,2531,10386,0.4113229347198151,0,289,0,0,0,0.2732524552281918,0,159.1675,2838,541,696,156,50,248,14,10,696,0,4272,0.041592880846441166,1035,400,0.0026156612718652933,0,165,4.45,155,389,376,0,94,416,375,13,0,472,631
Théisme,13,3,1,13,45,310,762,0.40288713910761154,0,20,0,0,0,0.48293963254593175,0,191.07692307692307,368,32,46,14,3,17,1,1,46,0,307,0.0721915285451197,72,26,0.02857142857142857,0,9,5.423076923076923,14,29,29,0,9,26,27,0,0,31,46
Théocratie,15,23,11,126,515,1749,7734,0.4039306956296871,0,178,0,0,0,0.2583397982932506,0,157.91176470588235,1998,385,597,212,45,270,8,7,597,0,3124,0.01359184085630617,866,306,0.003250975292587776,0,162,4.356209150326797,212,314,307,0,38,319,296,7,0,349,571
Théorie de la relativité,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,157.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0
Théorie des jeux,14,7,1,77,189,891,3204,0.3895131086142322,0,86,0,0,0,0.3192883895131086,0,162.59677419354838,1023,150,213,63,16,83,4,3,213,0,1248,0.038190198476154645,333,124,0.007157464212678937,0,45,3.8306451612903225,63,136,135,0,30,141,132,1,0,134,218
Théorie des nombres,15,11,2,61,186,832,3192,0.39129072681704263,0,110,0,0,0,0.30889724310776945,0,140.7074829931973,986,157,212,55,28,70,8,2,212,0,1249,0.0761976113877749,289,147,0.007716049382716049,0,35,3.761904761904762,55,105,102,0,60,94,101,3,0,149,172
Théâtre,15,7,4,28,158,859,2414,0.38898094449047227,0,54,0,0,0,0.408036454018227,0,162.1157894736842,985,101,159,58,7,78,2,4,159,0,939,0.06146529408223467,257,95,0.010169491525423728,0,28,5.231578947368421,58,105,100,0,28,112,97,5,0,85,182
Tokyo,16,11,1,107,363,1852,6914,0.3954295632050911,0,125,1,0,0,0.2998264391090541,0,185.82553191489362,2073,309,373,66,13,131,2,3,375,0,2734,0.103801941589829,588,235,0.003826835685242765,0,124,4.9787234042553195,64,228,221,1,97,257,223,4,0,265,352
Topologie,13,2,2,19,67,391,1130,0.4097345132743363,0,25,0,0,0,0.4097345132743363,0,125.45454545454545,463,43,66,23,6,25,4,0,66,0,463,0.026143790849673203,105,55,0.019490254872563718,0,16,3.618181818181818,23,45,44,0,7,40,43,1,0,42,70
Tornade,15,22,22,271,680,2443,12059,0.4017746081764657,0,296,0,0,0,0.23210879840782817,0,143.1782945736434,2799,614,851,237,60,388,15,26,851,0,4845,0.030525728086006985,1279,516,0.002079002079002079,0,185,4.013565891472868,237,488,473,0,72,555,440,15,0,510,858
Tour (édifice),10,0,1,8,21,180,407,0.33906633906633904,0,8,0,0,0,0.5233415233415234,0,91.82142857142857,213,16,30,14,0,16,0,0,30,0,138,0.026568265682656828,45,28,0.03717472118959108,0,6,2.892857142857143,14,15,15,0,4,16,14,0,0,15,31
Tragédie,14,4,3,18,62,396,1020,0.40294117647058825,0,22,0,0,0,0.453921568627451,0,153.4,463,37,52,15,5,20,2,1,52,0,411,0.08660491104249375,95,40,0.022988505747126436,0,11,3.825,15,48,46,0,16,44,44,2,0,35,67
Transfert thermique,15,2,1,26,86,499,1809,0.3913764510779436,0,26,0,0,0,0.3167495854063018,0,137.48837209302326,573,74,96,23,5,42,1,1,97,0,708,0.027609100477694114,149,86,0.013611615245009074,0,30,3.872093023255814,22,58,57,0,22,70,56,0,0,58,98
Transistor,14,7,1,43,140,635,2252,0.4218472468916519,0,97,0,0,0,0.33481349911190056,0,144.66666666666666,754,131,160,29,9,48,2,0,160,0,950,0.06574233780018575,222,96,0.010703363914373088,0,18,2.9479166666666665,29,71,68,1,43,77,70,2,0,116,116
Transport,15,17,6,163,267,1477,5397,0.4113396331295164,0,122,1,0,0,0.3183249953677969,0,160.0855855855856,1718,246,329,83,34,116,5,2,329,0,2220,0.10572303402952378,512,222,0.0047169811320754715,0,91,4.612612612612613,83,217,210,2,106,219,208,5,0,222,333
Traumatisme (médecine),12,1,0,7,26,153,354,0.3615819209039548,0,11,1,0,0,0.536723163841808,0,97.41666666666667,190,23,28,5,3,7,0,1,28,0,128,0.03901850362027353,37,24,0.05309734513274336,0,10,2.4583333333333335,5,12,11,1,7,11,10,0,0,23,19
Triangle,14,5,3,85,204,621,3471,0.40679919331604725,0,124,1,0,0,0.21233074042062805,0,135.37735849056602,737,171,215,44,15,67,3,1,215,0,1412,0.04977198697068404,341,159,0.006766553890768487,0,24,3.050314465408805,44,141,126,2,38,148,136,13,0,156,208
Trigonométrie,15,2,0,35,75,496,1371,0.41721371261852663,0,45,2,0,0,0.41210795040116704,0,120.77777777777777,565,68,91,23,6,31,0,0,91,0,572,0.07060428031892572,135,72,0.018518518518518517,0,15,4.083333333333333,23,50,47,2,24,55,48,1,0,61,81
Trou noir,15,28,22,154,500,1574,8794,0.4025471912667728,0,212,1,0,0,0.2171935410507164,0,155.77409638554218,1910,430,570,140,40,218,14,6,570,0,3540,0.05275544934463031,832,332,0.002853338405934944,0,150,3.0813253012048194,140,302,295,1,79,318,273,6,0,372,510
Trouble psychique,14,5,7,187,173,1300,4798,0.38912046686119217,0,123,0,0,0,0.3203418090871196,0,160.0631067961165,1537,252,344,92,39,134,1,2,344,0,1867,0.03516744334134128,455,206,0.004776526782668032,0,87,3.504854368932039,92,150,148,0,40,179,141,2,0,217,284
Tuberculose,14,11,9,118,385,1791,6784,0.39652122641509435,0,151,0,0,0,0.3004127358490566,0,148.22184300341297,2038,308,417,109,36,164,7,5,417,0,2690,0.04469784344874111,631,293,0.003419638495359062,0,107,3.3515358361774745,109,250,241,0,83,273,236,9,0,267,409
Turquie,15,22,3,269,777,3199,13522,0.3965389735246265,0,383,0,0,0,0.2686732731844402,0,142.94648829431438,3633,711,890,179,52,278,20,14,890,0,5362,0.21464836831636405,1272,598,0.0018364348677766896,0,244,3.8812709030100336,179,434,429,0,286,461,417,5,0,642,697
Télescope,14,4,1,90,271,1218,4672,0.3925513698630137,0,123,0,0,0,0.3030821917808219,0,161.68817204301075,1416,244,406,162,29,197,11,2,406,0,1834,0.0532156289826241,529,186,0.0049261083743842365,0,87,4.279569892473118,162,152,147,1,60,166,149,4,0,215,348
Télécommunications,14,1,6,115,178,1224,4106,0.3911349245007306,0,100,1,0,0,0.3453482708231856,0,169.3212121212121,1418,188,248,60,24,93,0,3,248,0,1606,0.0484966704782404,362,165,0.0056,0,61,4.351515151515152,60,138,129,1,53,161,128,8,0,164,225
Télédiffusion,10,0,0,5,8,63,129,0.4108527131782946,0,6,0,0,0,0.6744186046511628,0,123.57142857142857,87,7,9,2,1,2,0,0,9,0,53,0.029347826086956522,14,7,0.13157894736842105,0,1,3.2857142857142856,2,6,6,0,1,5,6,0,0,8,8
Téléphone,14,6,0,21,77,504,1306,0.39663093415007655,0,43,0,0,0,0.44793261868300155,0,153.16071428571428,585,88,118,30,5,59,2,1,118,0,518,0.011195295714124165,152,56,0.017743979721166033,0,18,4.089285714285714,30,39,39,0,8,52,38,0,0,67,96
Téléphone mobile,14,12,0,56,152,969,2876,0.40611961057023643,0,78,0,0,0,0.3835187760778859,0,159.16814159292036,1103,136,193,57,9,79,3,1,193,0,1168,0.04942906303769748,278,113,0.008134805345729227,0,39,4.265486725663717,57,94,93,0,46,97,93,1,0,118,170
Télévision,14,9,1,60,194,1209,3223,0.3744958113558796,0,73,0,0,0,0.41824387216878683,0,167.35433070866142,1348,170,207,37,9,60,5,8,207,0,1207,0.05745416356714655,305,127,0.006944444444444444,0,76,4.811023622047244,37,107,103,0,45,110,98,4,0,153,165
Union des républiques socialistes soviétiques,16,70,9,250,739,2930,12477,0.3982527851246293,0,351,2,0,0,0.2717800753386231,0,206.4702842377261,3391,642,844,203,51,302,25,9,845,0,4969,0.06131553505492073,1240,387,0.002129925452609159,0,204,5.679586563307494,202,447,427,2,155,414,427,17,0,579,736
Union européenne,14,32,11,285,789,2630,13576,0.40969357690041247,0,365,0,0,0,0.22591337654684737,0,195.72185430463577,3067,722,940,218,65,339,19,8,940,0,5562,0.052395415533425756,1348,453,0.0017469428500124782,0,248,5.105960264900662,218,473,467,0,189,513,454,6,0,631,800
Unités de mesure anglo-saxonnes,15,2,4,33,56,368,931,0.35660580021482274,0,33,0,0,0,0.45864661654135336,0,133.0,427,60,68,8,6,15,1,0,68,0,332,0.07082888108685696,98,45,0.024958402662229616,0,21,3.8,8,36,32,0,20,39,32,4,0,54,50
Univers,15,10,2,52,142,749,2251,0.38738338516215015,0,50,0,0,0,0.38071968014215907,0,140.10476190476192,857,100,148,48,8,63,10,0,148,0,872,0.04426649583600256,249,105,0.010869565217391304,0,38,4.447619047619048,48,109,108,0,21,98,107,1,0,91,169
Upanishad,13,2,0,24,48,318,737,0.3378561736770692,0,29,0,0,0,0.4871099050203528,0,134.25,359,45,59,14,4,20,3,0,59,0,249,0.10960144927536232,88,36,0.02663934426229508,0,10,3.75,14,33,33,0,35,32,33,0,0,41,53
Uranus (planète),14,14,22,297,482,1931,8545,0.38864833235810414,0,304,0,0,0,0.26225863077823286,0,157.33333333333334,2241,559,688,129,54,203,4,6,688,0,3321,0.014580714670497397,928,345,0.0026722656995609847,0,182,4.101449275362318,129,294,291,0,43,338,266,3,0,497,496
Usine,14,3,0,44,70,513,1267,0.39384372533543804,0,31,0,0,0,0.4577742699289661,0,124.13235294117646,580,60,85,25,4,32,3,1,85,0,499,0.038021534320323014,142,68,0.01818181818181818,0,21,4.661764705882353,25,61,61,0,15,60,60,0,0,55,94
Vaccination,15,15,4,116,275,1607,5621,0.4013520725849493,0,122,0,0,0,0.33196940046255113,0,156.13191489361702,1866,276,375,99,27,158,6,0,375,0,2256,0.10531005418422637,522,235,0.004455004455004455,0,102,4.25531914893617,99,174,172,0,127,193,170,2,0,236,325
Variable (mathématiques),14,2,1,21,47,276,796,0.41331658291457285,0,23,0,0,0,0.4183417085427136,0,142.94444444444446,333,52,71,20,7,30,1,0,72,0,329,0.021844660194174758,91,36,0.029978586723768737,0,21,4.361111111111111,19,27,24,0,6,28,26,2,0,47,54
Vasco de Gama,14,1,0,15,94,569,1410,0.39858156028368796,0,41,0,0,0,0.44397163120567373,0,217.87179487179486,626,58,92,34,7,39,6,1,92,0,562,0.09724558452481076,141,39,0.01650943396226415,0,13,5.743589743589744,34,56,56,0,11,49,55,0,0,58,94
Veda,14,7,0,75,120,858,2294,0.3945074106364429,0,66,0,0,0,0.41935483870967744,0,137.88888888888889,962,119,160,41,9,54,6,1,160,0,905,0.05262828143600025,240,108,0.010079193664506839,0,42,4.157407407407407,41,89,83,0,56,84,88,6,0,111,141
Verre,15,7,3,212,444,1937,8879,0.4039869354657056,0,227,0,0,0,0.25216803694109696,0,134.89382716049383,2239,426,596,170,58,254,13,10,596,0,3587,0.08843458906932652,852,405,0.0028296547821165816,0,121,3.4691358024691357,170,314,310,0,147,365,301,4,0,355,562
Viande,15,8,2,111,308,1577,5854,0.41100102494021185,0,134,0,0,0,0.3071404168090195,0,183.24747474747474,1798,293,372,79,35,124,5,6,372,0,2406,0.08478933706070288,508,198,0.004349086691794723,0,123,4.5,79,171,168,0,102,185,163,3,0,266,286
Vide (physique),15,27,3,60,238,1049,2988,0.3895582329317269,0,77,1,0,0,0.3888888888888889,0,163.94736842105263,1162,163,222,59,21,95,4,2,223,0,1164,0.030026176666837757,372,114,0.00821917808219178,0,52,5.105263157894737,59,171,169,0,33,167,165,1,0,136,264
Vidéo,15,12,5,73,256,1025,4227,0.4026496333096759,0,84,1,0,0,0.28743789921930446,0,134.54010695187165,1215,194,310,116,14,150,1,5,310,0,1702,0.06553113553113553,465,187,0.005931198102016607,0,77,3.374331550802139,116,169,165,0,69,181,158,4,0,169,318
Vie,14,1,1,75,196,1163,3810,0.4010498687664042,0,68,0,0,0,0.34908136482939633,0,177.16296296296295,1330,170,251,81,19,121,3,4,251,0,1528,0.07350912156982983,373,135,0.006132282084975909,0,63,4.614814814814815,81,141,141,0,40,167,136,0,0,140,261
Vie après la mort,15,12,5,137,412,1822,6294,0.40197013028280904,0,182,0,0,0,0.3299968223705116,0,116.420245398773,2077,334,439,106,22,143,27,4,440,0,2530,0.07383422807482125,670,326,0.003951527924130664,0,118,4.0030674846625764,105,253,246,2,143,239,244,4,0,308,392
Vie privée,15,13,5,94,261,1136,4183,0.4159693999521874,0,99,0,0,0,0.3129333014582835,0,153.25465838509317,1309,268,374,106,24,134,3,1,374,0,1740,0.01934418494928049,465,161,0.006129955046996322,0,143,3.559006211180124,106,115,111,0,14,113,109,4,0,254,247
Vie quotidienne,12,0,0,14,20,181,343,0.34402332361516036,0,8,0,0,0,0.6151603498542274,0,170.42857142857142,211,18,23,5,5,8,1,0,23,0,118,0.052734375,37,14,0.05333333333333334,0,7,5.428571428571429,5,19,19,0,13,21,19,0,0,15,27
Vieillissement,15,7,9,95,182,1193,4116,0.413265306122449,0,72,1,0,0,0.33090379008746357,0,172.05369127516778,1362,165,233,68,17,102,4,5,233,0,1701,0.057056620240736024,362,149,0.006206040546131568,0,64,4.0134228187919465,68,146,143,1,55,162,131,2,0,138,243
Ville,14,8,3,105,188,1364,4042,0.3740722414646215,0,75,0,0,0,0.3770410687778328,0,194.94776119402985,1524,149,223,75,11,88,5,3,224,0,1512,0.05097813164246857,370,134,0.005529225908372828,0,63,7.6940298507462686,74,158,153,1,41,149,152,3,0,144,243
Vin,15,39,16,277,672,2992,11992,0.41135757171447634,0,298,1,0,0,0.2829386257505003,0,135.16360294117646,3393,589,795,206,48,297,8,12,795,0,4933,0.23546502674455613,1198,544,0.0021225413895570966,0,208,3.954044117647059,206,451,437,3,176,467,422,11,0,526,740
Vincent van Gogh,15,28,12,182,599,2512,9919,0.3910676479483819,0,271,0,0,0,0.2796652888396008,0,116.29580152671755,2774,486,673,188,33,257,12,1,674,0,3879,0.021844506399695856,1005,524,0.00248015873015873,0,153,3.931297709923664,187,365,359,0,69,374,352,5,0,436,614
Virgile,15,12,3,27,136,927,2252,0.3756660746003552,0,52,0,0,0,0.45204262877442275,0,154.38636363636363,1018,90,141,51,3,63,7,1,141,0,846,0.07018137520303194,223,88,0.01065340909090909,0,27,5.215909090909091,51,85,83,0,36,70,81,2,0,86,147
Virus,15,15,6,173,207,1346,4889,0.3847412558805482,0,125,0,0,0,0.31662916751892,0,131.94262295081967,1548,247,342,95,30,147,2,2,342,0,1881,0.0746526793308761,497,244,0.0049833887043189366,0,73,3.598360655737705,95,185,179,1,77,209,177,5,0,206,329
Vitesse de la lumière,14,7,5,55,190,853,3395,0.442120765832106,0,51,0,0,0,0.2927835051546392,0,202.5,994,141,203,62,9,94,7,0,203,0,1501,0.09224076704545454,330,100,0.007391763463569166,0,59,4.56,62,136,135,0,47,151,131,1,0,112,229
Voie lactée,15,18,17,172,477,1588,7330,0.391268758526603,0,148,0,0,0,0.24829467939972716,0,153.69023569023568,1820,438,538,103,23,177,5,4,541,0,2868,0.03177369902137847,803,297,0.003348961821835231,0,226,3.9023569023569022,100,288,281,0,52,319,267,4,0,381,452
Vol spatial,13,3,0,40,136,634,1682,0.3692033293697979,0,48,0,0,0,0.44530321046373367,0,145.93421052631578,749,122,160,38,8,57,1,2,160,0,621,0.017137361196117862,225,76,0.012252591894439209,0,57,3.9078947368421053,38,73,71,0,6,85,71,2,0,106,128
Volcan,14,8,3,235,370,1913,7843,0.3997194950911641,0,177,0,0,0,0.2798673976794594,0,172.91901408450704,2195,400,545,145,35,244,23,12,545,0,3135,0.023025862238767753,814,284,0.002973661852166525,0,143,4.397887323943662,145,304,302,0,22,343,289,2,0,330,529
Volume,15,4,1,31,90,417,1548,0.44573643410852715,0,43,0,0,0,0.3087855297157623,0,130.43243243243242,478,83,103,20,9,35,2,1,103,0,690,0.08358264771877337,147,74,0.017462165308498253,0,27,3.8783783783783785,20,53,52,0,29,60,51,1,0,70,86
Vénus (planète),15,27,17,263,651,2274,10586,0.39372756470810505,0,275,3,0,0,0.24759115813338373,0,164.80445544554456,2621,619,794,175,49,284,25,13,794,0,4168,0.0355385299645619,1149,404,0.0023339038431616616,0,248,3.9653465346534653,175,404,389,3,95,426,371,12,0,545,675
Vérité,15,26,14,170,696,1952,9004,0.4145935139937805,0,228,0,0,0,0.25322079075966236,0,170.06153846153848,2280,513,737,224,52,291,21,10,737,0,3733,0.03528354701593116,1105,325,0.002844141069397042,0,222,5.144615384615385,224,420,410,2,65,424,396,8,0,462,707
Vêtement,14,14,2,64,81,763,1908,0.3857442348008386,0,45,0,0,0,0.45754716981132076,0,140.48863636363637,873,89,139,50,11,66,3,1,139,0,736,0.054435636089090224,200,88,0.011914893617021277,0,29,4.590909090909091,50,72,68,0,25,69,69,4,0,75,137
Walt Disney,15,33,5,139,501,1929,6562,0.3767144163364828,0,233,0,0,0,0.3259676927765925,0,119.8813056379822,2139,385,540,156,21,216,16,3,541,0,2472,0.35955513147397894,835,337,0.0036558615647087496,0,99,3.655786350148368,155,316,301,1,104,296,308,13,0,355,524
William Shakespeare,15,6,4,122,318,1531,5110,0.39686888454011743,0,130,0,0,0,0.3360078277886497,0,106.14332247557003,1717,245,325,80,22,116,4,7,325,0,2028,0.011015911872705019,534,307,0.0048638132295719845,0,84,3.228013029315961,80,231,226,0,20,238,220,5,0,228,342
